report_id, validation, latitude, longitude, type, unit, amount, date, description, image
eajdefejan, false, 50.44276067212969, 32.55335025818519, info, infantry, 480, 2024-01-27 19:55:52.523294, qoibwgiylj, iedkvobjol.png
mirfmgzdjm, false, 49.4001568210361, 33.2906480787565, danger, plane, 687, 2024-01-27 19:55:52.523294, zfaciwmqmy, acijsavvfl.png
zfihaodfga, true, 50.41690448707317, 34.07004693922316, danger, tank, 268, 2024-01-27 19:55:52.523294, ifeftdkbae, lmcgcfzchn.png
iqtepaxpsn, true, 49.25483118742441, 32.463211250555375, warning, tank, 939, 2024-01-27 19:55:52.523294, jgfioadmpx, ldpvafoyja.png
dxqvsbhzwu, false, 50.05907868697171, 34.966795234596574, warning, plane, 652, 2024-01-27 19:55:52.523294, hmbsceqchw, gqiuyprami.png
vdxzzaxbpa, true, 49.34838290136833, 32.41007266699152, danger, plane, 313, 2024-01-27 19:55:52.523294, xobggxlgra, tudomwlset.png
lzhoajhdzq, false, 50.83571211398152, 34.65875099715405, info, helicopter, 820, 2024-01-27 19:55:52.523294, mtmwumsmxd, mocffxclbr.png
gltyihljsr, true, 49.39865610064339, 32.81647976157222, danger, infantry, 6, 2024-01-27 19:55:52.523294, jrahnxsndw, qgaimygxwx.png
jlcqlhvgwi, false, 50.263312483579426, 32.33079431585858, warning, plane, 951, 2024-01-27 19:55:52.523294, aaifgmebml, itroxiuneq.png
kuihvcplwh, true, 50.410183435516714, 33.391572783190874, info, infantry, 731, 2024-01-27 19:55:52.523294, jdpwvkgtgz, nzynuioghy.png
awkyfhkscx, false, 50.273328321429176, 33.59533408986415, info, helicopter, 109, 2024-01-27 19:55:52.523294, npdmchwgyh, bhkpcksqoy.png
byrdivpphv, true, 49.53861275540157, 34.817581611847295, danger, infantry, 273, 2024-01-27 19:55:52.523294, onigsglwuh, rdgpufitya.png
vgtmxlkoiu, true, 50.63401118296723, 32.41087269086285, danger, helicopter, 761, 2024-01-27 19:55:52.523294, bajocjcnvx, eqwyfqvfid.png
rqiplrgnsi, true, 49.97068622549241, 32.167897274338465, info, plane, 430, 2024-01-27 19:55:52.523294, frcfgereul, zmmijehxnf.png
cuzikbjgky, false, 50.945812232587265, 33.59119162876253, danger, infantry, 966, 2024-01-27 19:55:52.523294, rrkjpqlwxn, bqwaofgzll.png
kchfzzhuiq, true, 50.578994747498356, 33.89995075906193, info, helicopter, 773, 2024-01-27 19:55:52.523294, qgbxielnec, tfntrjyzon.png
wyeebgzhbr, false, 49.941261009541506, 34.035474935188745, info, infantry, 113, 2024-01-27 19:55:52.523294, ygxmsxqvnv, freieoisyr.png
xzelatsdjf, false, 49.69824303864296, 34.77234236624071, danger, helicopter, 119, 2024-01-27 19:55:52.523294, pfiddmnhhd, ifkgqdqifv.png
xjncgxpipk, false, 50.17485601577995, 33.960690807983084, warning, plane, 33, 2024-01-27 19:55:52.523294, npkclkomtd, yhyjtxuedf.png
dkwexslkfb, false, 49.806804757285164, 33.5454741587171, danger, infantry, 965, 2024-01-27 19:55:52.523294, xvbmwahnzw, izxfmefzii.png
ofxzfqtfah, false, 50.71022558686403, 32.42744501999033, info, infantry, 408, 2024-01-27 19:55:52.523294, cpmocuvtwo, gxbtaudnjq.png
despachrld, false, 49.49260230512667, 34.531687382697285, warning, plane, 75, 2024-01-27 19:55:52.523294, mdadukauvw, aaaqpbseqs.png
nxfvgvowor, true, 50.881326236900314, 32.9130287950986, warning, infantry, 714, 2024-01-27 19:55:52.523294, lcjqzcxlet, fehhaklnru.png
bhktjavbad, false, 49.425986829243826, 32.62483770926689, info, infantry, 940, 2024-01-27 19:55:52.523294, grvjsqsfbf, bvkeumkfsv.png
vqvzmreufh, false, 49.72140703296308, 32.32469593684572, danger, helicopter, 459, 2024-01-27 19:55:52.523294, chibbfddic, myrigbbuvt.png
lzxkmpjvvi, false, 50.64067488138488, 34.757065591266816, warning, helicopter, 190, 2024-01-27 19:55:52.523294, godkfcshgw, ysdvbffozy.png
kjhmwtgfze, false, 50.0541493628144, 33.3260967915785, danger, plane, 26, 2024-01-27 19:55:52.523294, wpqfgvkbee, xpdnlfephk.png
fzzbpoujpt, false, 49.33613139874994, 33.972947839550706, danger, helicopter, 570, 2024-01-27 19:55:52.523294, ndttrrxevh, eirteonmuw.png
xtgpvjkcrx, true, 49.760817967952995, 34.001787041936694, warning, infantry, 30, 2024-01-27 19:55:52.523294, ufegqgudmm, bifgecwhum.png
eslfpgwmox, true, 50.613880091925, 32.55040166044134, info, helicopter, 492, 2024-01-27 19:55:52.523294, aisfwtnkdu, uxocbgzvrn.png
bghqlcsczt, false, 49.58819511139935, 33.77919163712933, warning, infantry, 762, 2024-01-27 19:55:52.523294, hgmmqmispf, ibsbuzlqzs.png
dxzcpowhhx, false, 49.08479400052066, 32.92136631011785, danger, tank, 649, 2024-01-27 19:55:52.523294, icwtpigmxl, cfkilmjldb.png
tgaoomnxcn, false, 50.688246497701776, 33.41411257558304, warning, helicopter, 21, 2024-01-27 19:55:52.523294, vzjfdufewv, cqinibjuqi.png
jusvtkbyuf, true, 49.4504419182849, 33.23891070997079, danger, infantry, 250, 2024-01-27 19:55:52.523294, lhjivmrigr, ozhzzlwdfx.png
msunmfjuci, false, 50.14915921533726, 33.0946412793477, info, helicopter, 857, 2024-01-27 19:55:52.523294, qteqygitpv, xnuxzrqnhq.png
qxuvozxwec, false, 49.60120044045677, 34.458634057128386, info, infantry, 391, 2024-01-27 19:55:52.523294, ntxwaisgfl, ujweffmnec.png
bsbwyozwow, true, 50.544831104366295, 32.784367279718545, danger, helicopter, 702, 2024-01-27 19:55:52.523294, ohjdwrsfxi, lmpeeonbgv.png
hoknukrhkf, false, 50.98056827528512, 33.61536824141221, info, plane, 447, 2024-01-27 19:55:52.523294, zrrtxcggrh, bfvlxngrll.png
mgceqfqiod, true, 50.18249792668132, 32.2395930430184, warning, infantry, 512, 2024-01-27 19:55:52.523294, stxtrnrdlh, sdsmxezwpb.png
qekwpdltum, true, 49.20017507174904, 33.345500477442286, warning, infantry, 38, 2024-01-27 19:55:52.524294, borgynrfgq, zbefojwswy.png
irpsdqardb, false, 50.24730887205322, 33.519221981961195, warning, helicopter, 566, 2024-01-27 19:55:52.524294, smfzvktdha, bvcmprkjss.png
itndznuhhx, false, 49.10529033004074, 33.10046669535481, danger, plane, 395, 2024-01-27 19:55:52.524294, fmjhbptdod, cfxhcqpxtb.png
naxrsufnft, true, 50.367609685907816, 34.912074291396436, info, infantry, 452, 2024-01-27 19:55:52.524294, etxhrhpxfo, rccdbovusa.png
ezkuwcsqiu, true, 49.11158642556663, 34.38539205072727, danger, helicopter, 654, 2024-01-27 19:55:52.524294, piwqhpygfm, cuvrezvbuc.png
pzjbckizrv, false, 49.06620209817527, 34.44614582867366, info, tank, 447, 2024-01-27 19:55:52.524294, vhahtwlhyi, zluupuabnm.png
khntxpzgym, false, 50.02230694079272, 34.155636758099675, danger, helicopter, 286, 2024-01-27 19:55:52.524294, npdjommkzb, tisuuokykc.png
fknkxwypef, false, 50.06272174519382, 33.54612838244938, info, plane, 764, 2024-01-27 19:55:52.524294, whmwkebukn, kepclebxcs.png
ltyspjznew, true, 50.83815357174423, 33.87858496585385, warning, infantry, 270, 2024-01-27 19:55:52.524294, welgmzvyen, kmmrtvkppf.png
dtvpygpmpd, false, 50.64248793696509, 32.58437243022685, danger, infantry, 148, 2024-01-27 19:55:52.524294, xupmrbxavi, meaoikqowq.png
tdnnvxrlkb, true, 50.62416374825333, 32.21057713400776, warning, helicopter, 521, 2024-01-27 19:55:52.524294, rzmuopltyb, kbnsmejvvx.png
htoiopgavq, true, 50.31761275497586, 32.05111303318355, warning, helicopter, 20, 2024-01-27 19:55:52.524294, imwfozvyub, kstlotoscy.png
bqorbxpqyr, true, 50.26377860118287, 33.47873677646414, warning, plane, 520, 2024-01-27 19:55:52.524294, fhnpcmpyyi, nnjduxrwvm.png
eekccrxymn, true, 50.59015978292974, 32.61440180071654, danger, infantry, 374, 2024-01-27 19:55:52.524294, aygusuweah, iqjkjwclry.png
gckyczsuvo, true, 49.51908722094657, 32.205014633656496, danger, plane, 622, 2024-01-27 19:55:52.524294, nkoouhpyom, vcjvbounia.png
yzxdddlrle, true, 50.510590314984725, 33.93682130961198, danger, helicopter, 242, 2024-01-27 19:55:52.524294, jkaomzmhbd, ufniyhexpy.png
czrlopucvo, false, 50.4797404680721, 34.717764314476945, danger, plane, 230, 2024-01-27 19:55:52.524294, icayvltcal, wjehaphhyp.png
xkatidpawo, true, 49.77009694836975, 34.35262345625557, warning, infantry, 936, 2024-01-27 19:55:52.524294, hjwsuelhvn, sjhndenxvn.png
xzssnjqtqj, true, 49.251028346352605, 32.844610957304624, danger, helicopter, 449, 2024-01-27 19:55:52.524294, ihjpvipsok, gkreefalal.png
zxybkeecrd, true, 49.41428023073682, 33.73919605371849, danger, plane, 78, 2024-01-27 19:55:52.524294, fvbmgnaciq, khceievctw.png
uhnnjgeqvp, true, 49.51560157992588, 34.23236639783145, danger, tank, 976, 2024-01-27 19:55:52.524294, fqyvnywwxv, kjodphmapx.png
afxeqbtotl, true, 50.25628261777782, 34.29461535953352, info, infantry, 654, 2024-01-27 19:55:52.524294, oasrfnlfwa, crbsmfghlz.png
npcyxguawa, false, 49.32089054353742, 34.52264397209932, danger, plane, 916, 2024-01-27 19:55:52.524294, fnlsowxaqu, lqnhhyfigj.png
cnibyajpib, true, 50.41908690975904, 32.7328607842113, info, helicopter, 791, 2024-01-27 19:55:52.524294, bhguejqbhj, tiwdrbjkfw.png
yhfqfpflzc, false, 49.873880566373195, 33.89896463747236, danger, infantry, 906, 2024-01-27 19:55:52.524294, sottdgdmff, jujekyupwv.png
zanamerlht, false, 50.37332770950733, 34.76216366212467, warning, plane, 896, 2024-01-27 19:55:52.524294, scdtmbgqbv, lstztkxkko.png
cipcrfjkix, true, 49.29894859890692, 33.25668921191521, info, plane, 886, 2024-01-27 19:55:52.524294, hyfliscuaq, suhfydavha.png
mwddiijqag, false, 49.1458525813354, 33.76619305898722, info, plane, 468, 2024-01-27 19:55:52.524294, lugqofdgni, dqtibystnx.png
pncpzuzgdx, false, 50.091229237615075, 33.46379919816274, info, plane, 107, 2024-01-27 19:55:52.524294, lvsebryahn, xpevxgzdks.png
leiczcrtsu, true, 49.38360658322645, 34.323240040125704, danger, tank, 199, 2024-01-27 19:55:52.524294, ajqszfcyga, fncfrfuqpw.png
epszjxxrwd, true, 50.558790494390294, 34.795834938242685, warning, helicopter, 952, 2024-01-27 19:55:52.524294, kdlznckmts, jwdpqrddhq.png
dcpkzpbozi, false, 50.767004647075744, 34.96091244956742, info, infantry, 691, 2024-01-27 19:55:52.524294, mtbcwtvwlw, mdegbtzwmd.png
sotiqcnzuu, false, 49.56837646010379, 34.30839798546606, info, infantry, 467, 2024-01-27 19:55:52.524294, htlpakdpzh, ambiyzfzwq.png
mmnyrvngij, false, 49.08740717003878, 32.4296078212385, danger, plane, 76, 2024-01-27 19:55:52.524294, yhszfdlomz, tgvmyvychi.png
fvjhvyvzqi, true, 50.30461674062155, 34.4446419593183, danger, tank, 996, 2024-01-27 19:55:52.524294, esbwccmmed, wacnkwvufb.png
ybdzybnroe, true, 49.80216978202152, 33.88255169994701, info, tank, 471, 2024-01-27 19:55:52.524294, ernzwyqeez, iskdxrxfis.png
storkknndi, false, 49.78927284008531, 32.10851297303693, warning, tank, 146, 2024-01-27 19:55:52.524294, jcpmxhewrl, lkppauouex.png
ykjpkrkyjn, true, 49.04838048428024, 34.70205006876009, info, tank, 120, 2024-01-27 19:55:52.524294, ueomsumimp, davakrcwwo.png
zmmvdhmnrm, false, 50.01511769439173, 32.93464012289565, warning, infantry, 702, 2024-01-27 19:55:52.524294, rsqwidbcks, iyognqwffi.png
gubihxzbhn, true, 50.4218919650179, 34.105933497220995, info, tank, 982, 2024-01-27 19:55:52.524294, trnyhnpwkf, ctmjmwzgdc.png
zcxripbzyr, true, 49.319040908678055, 34.418301272471844, info, infantry, 878, 2024-01-27 19:55:52.524294, zjvgoxxnaq, rfspmprmlg.png
grrdkqntfq, false, 50.96680145027059, 33.40874343357531, info, infantry, 148, 2024-01-27 19:55:52.524294, mwefduqzye, lcomirilbq.png
frsvesuulj, false, 50.24610683474472, 32.00221010230793, warning, infantry, 61, 2024-01-27 19:55:52.524294, xikmhvfrkb, elfcrclija.png
hywxpzhwoc, true, 50.351070126387796, 34.6128816936614, warning, helicopter, 582, 2024-01-27 19:55:52.524294, retnsybozn, sonhnqarpk.png
hevhcdlfvd, false, 49.28976869594565, 34.357777054984794, info, tank, 551, 2024-01-27 19:55:52.524294, xxeluxlpeg, tajgfmurix.png
ruscousahk, false, 49.62520309207854, 32.176682047703885, warning, plane, 968, 2024-01-27 19:55:52.524294, jhrersonwq, exwtunfvtd.png
gpatucfmdk, false, 50.965009546626305, 32.44943202070462, info, helicopter, 386, 2024-01-27 19:55:52.524294, nwcoyacuil, brrovuzblt.png
qwcrpwamns, true, 49.83393621060665, 32.89478291240449, danger, helicopter, 31, 2024-01-27 19:55:52.524294, cxaubjhwfc, dryrsfhebt.png
vqqhlnvsqs, false, 49.74057725335851, 32.30533401835079, warning, infantry, 941, 2024-01-27 19:55:52.524294, ijxxegpart, bgyhpqgizx.png
jyrzurlksi, false, 50.54603593875633, 34.166704325219015, danger, infantry, 346, 2024-01-27 19:55:52.524294, eietfbcbap, sgstkrvxpr.png
pcmvtqlepy, false, 49.40483475093091, 32.84295520695657, info, plane, 828, 2024-01-27 19:55:52.524294, zqpzakmyez, jyzrnyutdg.png
ajtlifabjr, false, 50.11503130866979, 33.415763162628465, warning, plane, 803, 2024-01-27 19:55:52.524294, guxltphyum, mbhtagvyxb.png
snmruwtwmw, true, 50.93510795883787, 34.90487488783716, warning, helicopter, 589, 2024-01-27 19:55:52.524294, aszezcxoif, mbttrovite.png
gupzzomhrg, true, 49.35187352613079, 34.24713870872183, danger, tank, 144, 2024-01-27 19:55:52.524294, paqpunkhns, gubzivihxx.png
fgufewmplw, true, 49.582780126826364, 32.94689403145437, danger, tank, 29, 2024-01-27 19:55:52.524294, mvhxiqdjci, cqqlujinuo.png
bnwglcbeez, false, 50.70599262020019, 32.581161578043144, warning, plane, 885, 2024-01-27 19:55:52.524294, tmunlnnoty, rwwaziyihd.png
tskgbuynco, true, 49.15728919680734, 34.99988907691634, warning, plane, 368, 2024-01-27 19:55:52.524294, zpjqsfxuen, hlxaytqjbw.png
rrbwgrqtvp, false, 49.09295867059087, 33.61637307556263, info, tank, 229, 2024-01-27 19:55:52.525294, dgpztxrfwc, qjojfcmvhr.png
dqkjbofhxs, false, 49.885959449949574, 33.18404059353372, danger, helicopter, 505, 2024-01-27 19:55:52.525294, bddlamkqdp, qthznzswuo.png
xijkxscgmq, true, 49.9294836747157, 34.746493454557786, warning, plane, 349, 2024-01-27 19:55:52.525294, urgvvxlmye, ygczcnqspd.png
zyfawebwkm, false, 50.160582222613115, 32.61975575533772, danger, helicopter, 356, 2024-01-27 19:55:52.525294, pyvwoacvur, olobuypanm.png
ojbllixdjx, true, 50.31272273070383, 34.7707474676844, danger, infantry, 815, 2024-01-27 19:55:52.525294, fvlmwnbvde, crdoqpcgys.png
cxdbbgbdwe, true, 49.168927553042685, 34.93343946660893, danger, tank, 40, 2024-01-27 19:55:52.525294, obvitbaizv, zbyldhxnaq.png
epryvmkcgv, true, 49.89923137095766, 33.37663525387049, danger, plane, 170, 2024-01-27 19:55:52.525294, otyipmftyh, elcnsfqkar.png
fewrdxxfzc, true, 50.937672425454714, 32.27319432670743, info, tank, 812, 2024-01-27 19:55:52.525294, jkrzqjewjn, xhksoencqv.png
zsodtowzpf, true, 49.249481223081524, 32.524083647702795, info, plane, 773, 2024-01-27 19:55:52.525294, gjsaqotadg, uqloidyukq.png
ilozvwxqsh, false, 49.896492493215995, 32.39700097379457, warning, infantry, 679, 2024-01-27 19:55:52.525294, ctfnopfios, iotocpncli.png
dhmnlpkwto, false, 50.7671338408377, 32.4765126490969, danger, helicopter, 366, 2024-01-27 19:55:52.525294, afyqswuasv, kcpepqsjza.png
xbzmfdzhue, true, 49.85323955273455, 33.16170221848156, warning, plane, 606, 2024-01-27 19:55:52.525294, kvncaofoil, sgoeaekhka.png
diwfqdexez, false, 49.869384395481475, 34.979671435420485, info, infantry, 837, 2024-01-27 19:55:52.525294, xlhagfefil, rlbdgupviw.png
sxnwaampzo, false, 49.68407986202497, 33.74256328189998, warning, tank, 203, 2024-01-27 19:55:52.525294, yiywecmvzn, jsqwgpshum.png
jcujmfmhgg, false, 50.8428976278277, 32.42069096865755, info, tank, 17, 2024-01-27 19:55:52.525294, wkhtnbetac, uexztregva.png
uctnnzfgkd, true, 50.981821862054844, 33.882571399492875, danger, tank, 861, 2024-01-27 19:55:52.525294, djweayvrqd, uanbimwijz.png
migutgixgj, false, 49.80966568212382, 32.555119320187295, danger, tank, 69, 2024-01-27 19:55:52.525294, oemfaapkkm, womzsofqcg.png
bdgayqfskx, false, 49.098035118513266, 34.23199785607412, warning, helicopter, 508, 2024-01-27 19:55:52.525294, yketwhbzhg, duoctvgwwh.png
zmrzqfmgch, false, 50.67006139473743, 32.99082806591252, warning, helicopter, 4, 2024-01-27 19:55:52.525294, kbefisdcle, rtxvevevjw.png
qhivyjeuor, true, 49.94475996546794, 34.16356532739759, danger, tank, 641, 2024-01-27 19:55:52.525294, iycfwnzbjf, lmpthdobfi.png
jxypjqdytd, true, 49.88520779399817, 33.745197075572804, warning, tank, 33, 2024-01-27 19:55:52.525294, aqxvjlatlc, bufublvhdi.png
jhmypkahwu, false, 50.62471964378444, 33.33770471972268, info, plane, 913, 2024-01-27 19:55:52.525294, letytznbjf, jogdphgdfw.png
bxantndrxc, false, 49.799276042277235, 34.62307418544937, warning, plane, 657, 2024-01-27 19:55:52.525294, wxkbehahwr, ecxghgyntt.png
unyhqwxaar, false, 49.71927964155772, 34.058129050747496, danger, helicopter, 109, 2024-01-27 19:55:52.525294, mpxtnsdkox, mczkvyztyi.png
jfkucnpfof, true, 50.57367169756641, 34.15370069107536, danger, helicopter, 430, 2024-01-27 19:55:52.525294, zbcbnoybty, nbjobucoly.png
uvsljrhopm, true, 49.18192078905766, 32.004968247472675, warning, infantry, 802, 2024-01-27 19:55:52.525294, oqozltsggo, mqlxjxcbbz.png
ovtlgmmspp, true, 50.33688170807714, 32.03801139897451, danger, plane, 789, 2024-01-27 19:55:52.525294, qzvoyiimyp, rhbphklleq.png
wwkrkihtmi, false, 50.76707987581561, 32.181009141232266, danger, helicopter, 868, 2024-01-27 19:55:52.525294, afdhhukqce, rbncdzxzfv.png
uhduaobsvm, true, 49.1360039716548, 32.75331370154569, warning, infantry, 30, 2024-01-27 19:55:52.525294, otqhgkqsbq, wkcretxosu.png
meajuszkfp, false, 49.332283792842674, 34.850959639388925, warning, infantry, 626, 2024-01-27 19:55:52.525294, udevnxanbj, kgcrycwett.png
tbecjdflgt, true, 50.90911105570063, 32.116609172406065, info, plane, 3, 2024-01-27 19:55:52.525294, acihmtgieg, eqyhutefdd.png
nmgfrifakg, true, 49.49657615390323, 34.134074479126724, info, tank, 674, 2024-01-27 19:55:52.525294, kmbsqchapm, pwtavbkyxs.png
ecdduocbdu, true, 50.768633469036594, 33.6574074411101, info, infantry, 898, 2024-01-27 19:55:52.525294, corbmnifhh, ijptdmihqy.png
owtckvmhzn, true, 50.632653594234796, 34.2240729749353, info, infantry, 389, 2024-01-27 19:55:52.525294, bsuckhhcfe, luhwqatucw.png
edsboseicy, false, 49.32837054227103, 32.776072997802856, info, tank, 579, 2024-01-27 19:55:52.525294, kvvszoaynr, qfvmhjxfms.png
gmzebtnxwt, false, 50.14250602368806, 34.70686112109022, info, infantry, 449, 2024-01-27 19:55:52.525294, wsnpimswld, zjflsbsunn.png
iqpqwqyzrn, false, 50.710952567223764, 33.40318280505998, info, helicopter, 701, 2024-01-27 19:55:52.525294, bjvcfgbwef, kcxtbbumbs.png
urezgifbkw, true, 50.00011123533111, 33.389801041966436, info, tank, 522, 2024-01-27 19:55:52.525294, zkvtschgdu, ciowbusxaq.png
rlxgmzxpvd, true, 49.853453087060814, 34.30085491948386, danger, tank, 532, 2024-01-27 19:55:52.525294, ebogjpcfso, nqymkwegnk.png
hgefepfvej, false, 50.18081763857262, 34.44176885155537, warning, plane, 958, 2024-01-27 19:55:52.525294, lehrjpxmml, cneoknxfhb.png
ttiolhaccm, true, 49.05929519785396, 32.92820515191763, info, helicopter, 894, 2024-01-27 19:55:52.525294, ugkykodfkr, mkmxfcqpxz.png
yojmircuei, true, 49.492952725406795, 34.22977184981363, info, infantry, 205, 2024-01-27 19:55:52.525294, thbzhpemff, lxuaidbnbv.png
xlnoacgsqm, false, 50.30574800910278, 32.458490942426806, danger, plane, 360, 2024-01-27 19:55:52.525294, ieauwmlqih, azclstimdy.png
qneiaqxatu, true, 50.41391183375821, 32.19481242122165, danger, infantry, 932, 2024-01-27 19:55:52.525294, ewznifxfil, ssurmkqtlf.png
ctlhotisla, true, 49.154804009983806, 33.09873336767395, info, tank, 712, 2024-01-27 19:55:52.525294, hwqmhjnzru, jevsdaiyrq.png
ktfdzuhjrx, true, 50.37493653600505, 34.82696292498815, info, plane, 134, 2024-01-27 19:55:52.525294, hfneetjspn, shwgjpkfgj.png
bleibvgukz, false, 50.92544961372207, 34.3362632483769, warning, helicopter, 440, 2024-01-27 19:55:52.525294, dislhdxipi, giomssohtc.png
ptaxtdtcuh, false, 49.64181596622252, 32.52881993127171, info, infantry, 329, 2024-01-27 19:55:52.525294, dlhwvgvdlt, kxhxpxkqye.png
incobbtvfr, true, 49.22320517481061, 32.90553443434558, info, plane, 188, 2024-01-27 19:55:52.525294, hzryczhyrr, xawapynres.png
yzoqbkcroq, false, 50.282042208332136, 33.6609623195567, info, infantry, 677, 2024-01-27 19:55:52.525294, rmftgsmjrl, cshwyjdatf.png
hvgrcpuzxv, false, 49.82028729943525, 34.22623717804785, danger, helicopter, 596, 2024-01-27 19:55:52.525294, ycywaecucz, bxoakdpilt.png
ucjivllbyg, false, 49.45583664684636, 33.42498658640781, info, plane, 969, 2024-01-27 19:55:52.525294, euqlangrcy, fomdhgivve.png
wqdpojmvoz, true, 50.841959712429535, 33.04574741737001, info, helicopter, 240, 2024-01-27 19:55:52.525294, ufhqpzkeie, yxmtfmslpw.png
gwoljranpy, false, 50.26401921371138, 33.426719490382595, danger, infantry, 54, 2024-01-27 19:55:52.525294, qsvtznvxbj, fbxdopqjyb.png
dwuchtkiyr, false, 50.155581357006014, 33.471369578262745, danger, helicopter, 32, 2024-01-27 19:55:52.525294, jcxfliqacw, rdwfambrjn.png
rkrufovtpf, true, 50.64319664317249, 32.39101843480535, danger, plane, 838, 2024-01-27 19:55:52.525294, xnuhvtkanr, heyhymnnvb.png
gdhijlnuxb, true, 50.4758164610451, 33.31079280612621, info, tank, 207, 2024-01-27 19:55:52.525294, xsdwyixbdo, viypsthvuo.png
fqlrcxxapk, true, 50.365712947718, 32.39402990043217, warning, infantry, 12, 2024-01-27 19:55:52.525294, yfbojddwda, chtulvikgw.png
yntxzfudok, false, 49.566319275601884, 33.50389653627742, info, tank, 302, 2024-01-27 19:55:52.525294, zpvfbgfdjo, snnsptjzhh.png
bczbzimghg, false, 50.21168762233587, 34.678910359696935, danger, tank, 174, 2024-01-27 19:55:52.525294, frbhydeiyl, lcrbzhggll.png
qauyqpvdcg, false, 49.552618756792654, 34.18633157871393, warning, tank, 634, 2024-01-27 19:55:52.526293, oxoogkgkah, rmnrlyrkpr.png
vlzpbyqmza, false, 49.24204303886936, 33.0434293042539, warning, helicopter, 582, 2024-01-27 19:55:52.526293, ckfysnnvkn, qxwbyvjuaq.png
mdtrrmwiiq, false, 49.15787556657365, 33.67096878159626, info, plane, 780, 2024-01-27 19:55:52.526293, wmskxotvmx, jolhxiopdz.png
qlazehyqgd, false, 50.23624203284158, 33.88958071226969, danger, infantry, 252, 2024-01-27 19:55:52.526293, jsmusfegkv, cmtuhewosw.png
mdjwdhpjuy, false, 50.58216014863457, 33.86270637041852, warning, plane, 805, 2024-01-27 19:55:52.526293, uzczndngdt, tbndlykfnn.png
ponhnzjycx, true, 49.21815352383577, 32.5846850964213, danger, tank, 911, 2024-01-27 19:55:52.526293, hlgsjjrvyj, krmnjoacrj.png
boirykdvhq, false, 49.48928017185644, 34.75452927327261, info, infantry, 405, 2024-01-27 19:55:52.526293, azhlsghgda, sprojlksqn.png
werxhhzrcu, false, 50.04856826677046, 33.77015025212298, info, plane, 576, 2024-01-27 19:55:52.526293, eozxbxmdgs, jdutxjbrel.png
cdanqjftys, false, 50.82099529542039, 34.98787772614694, danger, tank, 683, 2024-01-27 19:55:52.526293, devgcymzhv, rmvjxuomzp.png
befnvetbki, true, 49.71877256649943, 32.9170124277494, danger, plane, 622, 2024-01-27 19:55:52.526293, ibwjgteosb, rniwivkeyr.png
jflssyooqq, false, 49.8306906601733, 33.97912199256805, danger, plane, 384, 2024-01-27 19:55:52.526293, qrgynsbtkj, hapnfsygit.png
tpytpcsjml, true, 50.84708586810493, 33.47095570692379, warning, plane, 418, 2024-01-27 19:55:52.526293, okaqqfxaym, vwoxihjhrs.png
puffioxmqd, false, 50.12671364776071, 33.24789352244605, info, tank, 146, 2024-01-27 19:55:52.526293, qkccwvppiw, aqaanrgkbt.png
czhcvradhy, true, 49.734930454801315, 32.10814320077841, warning, plane, 435, 2024-01-27 19:55:52.526293, cmvqovzewn, ejqirqyarw.png
tqwmsiuutz, true, 49.82097514785482, 33.2615727452456, info, plane, 156, 2024-01-27 19:55:52.526293, fsmgfaoplu, wtqfbbjyjy.png
romvhhdihj, false, 49.90427653843825, 34.814278919728466, danger, infantry, 385, 2024-01-27 19:55:52.526293, zlwofzppjw, dtajhfzzkp.png
vakhmbquwz, false, 49.09437710714593, 33.27838573057595, danger, tank, 914, 2024-01-27 19:55:52.526293, gejduqjolj, dmgqzqthhq.png
jpgiayobsh, false, 50.55302539670316, 32.98415483995338, warning, tank, 154, 2024-01-27 19:55:52.526293, htmgydrzth, qitlxurtep.png
mispttwwai, false, 49.52509409563738, 32.2286342514696, danger, helicopter, 119, 2024-01-27 19:55:52.526293, qrhbuigyee, xptvpnxgci.png
cphncidswe, true, 49.37484270344915, 33.94954388402368, danger, infantry, 650, 2024-01-27 19:55:52.526293, oluzgnsiak, kzrhydsvkm.png
ejpewqhbfg, false, 50.32078445538656, 32.546990236046526, warning, infantry, 518, 2024-01-27 19:55:52.526293, nqvronphbp, ifdpgjjsuh.png
pzddiqervo, true, 50.45329462331238, 34.89979656069038, info, helicopter, 971, 2024-01-27 19:55:52.526293, cmfzhhueeq, wczciispch.png
mfsycgftdt, false, 50.31481569392874, 34.3793632301382, danger, plane, 16, 2024-01-27 19:55:52.526293, ajksdmuwwy, kwlboiqlmt.png
adnfkwcurl, true, 50.76102540005845, 34.87047890123637, info, helicopter, 287, 2024-01-27 19:55:52.526293, mnzrkechbq, xinvkaapaq.png
urcvxzklef, false, 49.92231306904298, 34.87381600345136, warning, tank, 859, 2024-01-27 19:55:52.526293, kpdpnyplzd, ghnjjmkqmj.png
lctdxunnsk, true, 49.62610768954302, 32.234988206248026, danger, helicopter, 68, 2024-01-27 19:55:52.526293, uvauryoift, vmqhhbfeyg.png
beffpmxcqa, true, 49.159132958300056, 33.70262373720715, warning, infantry, 984, 2024-01-27 19:55:52.526293, dxdjtofcbs, yskdsouotx.png
nlguuauawn, false, 50.74196336908098, 33.85341523550232, warning, tank, 633, 2024-01-27 19:55:52.526293, rprkzfyynv, quesyislno.png
lfwzgewzbl, false, 49.45450746257445, 34.13520766897482, info, helicopter, 311, 2024-01-27 19:55:52.526293, vorfkhples, pztjlevyna.png
